customer_id,customer_name,country,segment,industry,active_flag
CUST-000065,Casa Supply,Germany,SMB,Interior Design,1
CUST-000066,Casa Market,Sweden,Enterprise,Public Sector,1
CUST-000067,Home Design,Italy,SMB,Construction,1
CUST-000068,Home Living,USA,SMB,Hospitality,1
CUST-000069,Eco Interiors,Canada,SMB,Office Supply,1
CUST-000070,Home Interiors,Italy,Enterprise,Real Estate,1
CUST-000071,Craft Market,South Africa,Mid-Market,E-commerce,1
CUST-000072,Craft Furnishings,Israel,Mid-Market,Construction,1
CUST-000073,Urban Interiors,Argentina,Mid-Market,Office Supply,1
CUST-000074,Luxe Interiors,Chile,SMB,Construction,1
CUST-000075,Vista Living,Brazil,SMB,Public Sector,1
CUST-000076,Atlas Interiors,Poland,SMB,Real Estate,1
CUST-000077,Home Furnishings,USA,SMB,Interior Design,1
CUST-000078,Luxe Supply,Sweden,Mid-Market,Construction,1
CUST-000079,Vista Studio,Brazil,SMB,Hospitality,1
CUST-000080,Craft Furnishings,Canada,SMB,Retail,1
CUST-000081,Casa Furnishings,Germany,SMB,Office Supply,1
CUST-000082,Urban Supply,Poland,SMB,Public Sector,1
CUST-000083,Prime Depot,France,SMB,Office Supply,1
CUST-000084,Urban Market,UK,SMB,Public Sector,1
CUST-000085,Craft Design,South Africa,SMB,Hospitality,1
CUST-000086,Atlas Living,Netherlands,Mid-Market,Construction,1
CUST-000087,Craft Furnishings,Italy,SMB,Office Supply,1
CUST-000088,Home Depot,Canada,Mid-Market,Hospitality,1
CUST-000089,Vista Studio,India,SMB,E-commerce,1
CUST-000090,Craft Living,Sweden,SMB,Hospitality,1
CUST-000091,Vista Market,UK,SMB,Public Sector,1
CUST-000092,Casa Design,Israel,SMB,Hospitality,1
CUST-000093,Vista Furnishings,UK,SMB,Public Sector,1
CUST-000094,Urban Interiors,Netherlands,SMB,Real Estate,1
CUST-000095,Nordic Supply,Brazil,SMB,Interior Design,1
CUST-000096,Craft Design,Brazil,Mid-Market,Construction,0
CUST-000097,Prime Living,Chile,SMB,Office Supply,1
CUST-000098,Urban Living,Spain,SMB,Retail,1
CUST-000099,Eco Living,Sweden,SMB,Interior Design,1
CUST-000100,Home Interiors,Sweden,Enterprise,Construction,1
CUST-000101,Eco Supply,UAE,Mid-Market,Retail,1
CUST-000102,Luxe Market,India,Mid-Market,Public Sector,1
CUST-000103,Luxe Studio,USA,SMB,Retail,1
CUST-000104,Craft Depot,Chile,Mid-Market,Retail,0
CUST-000105,Prime Design,USA,Mid-Market,Public Sector,1
CUST-000106,Eco Interiors,Canada,Enterprise,Retail,1
CUST-000107,Luxe Interiors,Australia,SMB,Retail,1
CUST-000108,Prime Studio,Poland,SMB,Interior Design,0
CUST-000109,Nordic Furnishings,Canada,SMB,Construction,1
CUST-000110,Eco Studio,Spain,SMB,Interior Design,1
CUST-000111,Home Interiors,Chile,SMB,Office Supply,1
CUST-000112,Atlas Furnishings,USA,Mid-Market,Public Sector,1
CUST-000113,Eco Furnishings,Argentina,SMB,Public Sector,1
CUST-000114,Casa Living,Argentina,Mid-Market,Construction,1
CUST-000115,Prime Studio,Brazil,SMB,Retail,1
CUST-000116,Luxe Furnishings,Poland,SMB,Construction,1
CUST-000117,Luxe Depot,Chile,Mid-Market,Public Sector,1
CUST-000118,Nordic Furnishings,Sweden,SMB,Office Supply,1
CUST-000119,Eco Furnishings,Japan,SMB,Office Supply,1
CUST-000120,Vista Interiors,Spain,SMB,E-commerce,1
CUST-000121,Home Design,Spain,Enterprise,Real Estate,1
CUST-000122,Home Living,UK,Mid-Market,Office Supply,1
CUST-000123,Luxe Furnishings,USA,Enterprise,Office Supply,1
CUST-000124,Vista Depot,Israel,Enterprise,Hospitality,1
CUST-000125,Atlas Market,Australia,SMB,Office Supply,1
CUST-000126,Home Interiors,Australia,SMB,Interior Design,1
CUST-000127,Home Living,USA,SMB,Hospitality,1
CUST-000128,Urban Living,Spain,Mid-Market,Public Sector,1
CUST-000129,Nordic Market,South Africa,Enterprise,Construction,1
CUST-000130,Luxe Depot,South Africa,Enterprise,Retail,1
CUST-000131,Home Market,UK,SMB,Interior Design,1
CUST-000132,Urban Studio,UAE,Mid-Market,Retail,1
CUST-000133,Luxe Design,Netherlands,SMB,Interior Design,1
CUST-000134,Casa Depot,Netherlands,SMB,Office Supply,1
CUST-000135,Nordic Interiors,France,SMB,Construction,1
CUST-000136,Prime Supply,Mexico,Mid-Market,Office Supply,1
CUST-000137,Atlas Furnishings,Australia,SMB,Interior Design,1
CUST-000138,Nordic Design,Australia,SMB,Interior Design,1
CUST-000139,Prime Furnishings,South Africa,SMB,Construction,1
CUST-000140,Nordic Studio,Brazil,Mid-Market,Retail,1
CUST-000141,Atlas Design,South Africa,Enterprise,Real Estate,1
CUST-000142,Nordic Market,Germany,Mid-Market,Hospitality,1
CUST-000143,Casa Living,UAE,SMB,Hospitality,1
CUST-000144,Atlas Design,South Africa,Mid-Market,Construction,1
CUST-000145,Luxe Market,Sweden,SMB,Interior Design,1
CUST-000146,Nordic Depot,Netherlands,SMB,Office Supply,1
CUST-000147,Home Living,Brazil,SMB,Hospitality,1
CUST-000148,Vista Depot,Sweden,SMB,Retail,1
CUST-000149,Luxe Depot,Poland,Enterprise,E-commerce,1
CUST-000150,Home Depot,Japan,SMB,Hospitality,1
CUST-000151,Prime Interiors,Argentina,SMB,Real Estate,1
CUST-000152,Casa Depot,Chile,SMB,E-commerce,1
CUST-000153,Atlas Supply,UAE,Enterprise,Public Sector,1
CUST-000154,Eco Design,Sweden,Enterprise,Public Sector,1
CUST-000155,Craft Living,Argentina,SMB,Real Estate,1
CUST-000156,Luxe Design,Mexico,Mid-Market,Real Estate,1
CUST-000157,Atlas Market,Brazil,Enterprise,Real Estate,1
CUST-000158,Casa Supply,Canada,SMB,Interior Design,1
CUST-000159,Casa Design,Netherlands,SMB,Construction,1
CUST-000160,Craft Market,Poland,SMB,Retail,1
CUST-000161,Prime Design,Mexico,Mid-Market,Interior Design,1
CUST-000162,Urban Depot,Poland,Mid-Market,Retail,1
CUST-000163,Vista Interiors,Sweden,SMB,Office Supply,1
CUST-000164,Home Design,France,SMB,Office Supply,1
CUST-000165,Luxe Furnishings,Canada,Enterprise,Interior Design,1
CUST-000166,Eco Interiors,Israel,Mid-Market,Public Sector,1
CUST-000167,Home Studio,Sweden,SMB,Construction,1
CUST-000168,Urban Design,Brazil,SMB,Interior Design,1
CUST-000169,Home Market,Sweden,Mid-Market,Office Supply,1
CUST-000170,Casa Living,UAE,Mid-Market,Interior Design,1
CUST-000171,Luxe Depot,Chile,SMB,Real Estate,1
CUST-000172,Craft Design,Italy,SMB,Hospitality,1
CUST-000173,Casa Depot,UAE,Mid-Market,E-commerce,1
CUST-000174,Home Furnishings,Brazil,SMB,Real Estate,1
CUST-000175,Home Design,Poland,Mid-Market,Real Estate,1
CUST-000176,Casa Depot,Argentina,Mid-Market,Public Sector,1
CUST-000177,Nordic Furnishings,Netherlands,Mid-Market,Real Estate,1
CUST-000178,Casa Market,UK,Mid-Market,Construction,1
CUST-000179,Craft Studio,Chile,SMB,Hospitality,1
CUST-000180,Prime Depot,Japan,SMB,Retail,1
CUST-000181,Casa Furnishings,USA,Enterprise,Construction,1
CUST-000182,Craft Supply,Netherlands,Mid-Market,Retail,1
CUST-000183,Vista Furnishings,Brazil,SMB,Construction,0
CUST-000184,Casa Furnishings,UK,Mid-Market,Interior Design,0
CUST-000185,Craft Market,Sweden,Mid-Market,Construction,1
CUST-000186,Luxe Studio,Australia,Mid-Market,Hospitality,1
CUST-000187,Urban Furnishings,Sweden,Mid-Market,E-commerce,1
CUST-000188,Vista Studio,Mexico,SMB,Public Sector,1
CUST-000189,Luxe Market,UK,SMB,Hospitality,1
CUST-000190,Vista Interiors,Germany,SMB,Hospitality,1
CUST-000191,Atlas Depot,Sweden,SMB,Office Supply,1
CUST-000192,Nordic Living,UAE,SMB,Retail,1
CUST-000193,Vista Depot,Canada,Enterprise,Office Supply,1
CUST-000194,Atlas Supply,Canada,Mid-Market,Interior Design,1
CUST-000195,Casa Design,Argentina,SMB,Hospitality,1
CUST-000196,Vista Design,Poland,Mid-Market,Office Supply,1
CUST-000197,Prime Living,UAE,SMB,Hospitality,1
CUST-000198,Casa Furnishings,USA,Enterprise,Real Estate,1
CUST-000199,Craft Design,South Africa,SMB,Public Sector,0
CUST-000200,Vista Living,Italy,SMB,Construction,1
CUST-000201,Vista Market,Australia,SMB,Office Supply,1
CUST-000202,Vista Furnishings,UAE,SMB,E-commerce,0
CUST-000203,Craft Living,UK,Mid-Market,Hospitality,1
CUST-000204,Urban Design,South Africa,Mid-Market,Office Supply,1
CUST-000205,Luxe Market,Mexico,SMB,Office Supply,1
CUST-000206,Nordic Market,Italy,SMB,Public Sector,1
CUST-000207,Prime Living,South Africa,Mid-Market,Hospitality,1
CUST-000208,Nordic Furnishings,USA,Mid-Market,Office Supply,1
CUST-000209,Craft Supply,Japan,SMB,Office Supply,1
CUST-000210,Luxe Supply,Israel,SMB,Real Estate,1
CUST-000211,Home Furnishings,Italy,SMB,Office Supply,1
CUST-000212,Prime Supply,South Africa,Mid-Market,Construction,1
CUST-000213,Vista Design,Argentina,Enterprise,Real Estate,1
CUST-000214,Casa Design,Israel,SMB,Real Estate,1
CUST-000215,Home Depot,UK,SMB,Real Estate,1
CUST-000216,Luxe Interiors,Argentina,Enterprise,Real Estate,1
CUST-000217,Prime Depot,France,Mid-Market,Retail,1
CUST-000218,Eco Market,Netherlands,Mid-Market,Interior Design,1
CUST-000219,Eco Interiors,Germany,SMB,E-commerce,1
CUST-000220,Urban Supply,Sweden,SMB,Public Sector,1
CUST-000221,Urban Studio,Israel,Enterprise,Public Sector,1
CUST-000222,Vista Market,India,SMB,E-commerce,1
CUST-000223,Luxe Living,Chile,Mid-Market,E-commerce,1
CUST-000224,Prime Studio,Brazil,SMB,Public Sector,1
CUST-000225,Casa Market,Spain,SMB,Real Estate,1
CUST-000226,Craft Market,Japan,SMB,Office Supply,1
CUST-000227,Nordic Market,Germany,SMB,Office Supply,1
CUST-000228,Prime Depot,Mexico,SMB,Real Estate,1
CUST-000229,Casa Market,Chile,Enterprise,Public Sector,1
CUST-000230,Vista Studio,Italy,SMB,Hospitality,1
CUST-000231,Prime Studio,Argentina,SMB,E-commerce,1
CUST-000232,Prime Depot,Mexico,SMB,Public Sector,1
CUST-000233,Home Design,Italy,Mid-Market,Interior Design,1
CUST-000234,Eco Design,Spain,Enterprise,Retail,1
CUST-000235,Home Market,Sweden,Mid-Market,Construction,1
CUST-000236,Prime Interiors,Japan,SMB,Retail,1
CUST-000237,Luxe Living,France,SMB,E-commerce,1
CUST-000238,Casa Design,UAE,SMB,Construction,1
CUST-000239,Home Market,Netherlands,SMB,Public Sector,1
CUST-000240,Vista Studio,Italy,SMB,Interior Design,1
CUST-000241,Prime Design,Poland,SMB,Retail,1
CUST-000242,Casa Design,Japan,SMB,E-commerce,1
CUST-000243,Casa Furnishings,Poland,SMB,Construction,1
CUST-000244,Urban Living,South Africa,SMB,Office Supply,1
CUST-000245,Prime Design,Chile,SMB,Interior Design,1
CUST-000246,Luxe Interiors,Spain,Mid-Market,Hospitality,1
CUST-000247,Nordic Interiors,UK,SMB,Retail,1
CUST-000248,Vista Living,South Africa,Enterprise,Construction,1
CUST-000249,Casa Depot,Chile,SMB,Office Supply,1
CUST-000250,Vista Interiors,Netherlands,SMB,Office Supply,1
CUST-000251,Luxe Depot,India,SMB,Hospitality,1
CUST-000252,Vista Depot,India,Enterprise,Construction,1
CUST-000253,Nordic Supply,South Africa,SMB,Hospitality,1
CUST-000254,Craft Design,Israel,SMB,E-commerce,1
CUST-000255,Urban Studio,Chile,Enterprise,Interior Design,1
CUST-000256,Nordic Design,USA,SMB,Interior Design,1
CUST-000257,Prime Living,Argentina,Mid-Market,Public Sector,1
CUST-000258,Prime Design,Israel,Enterprise,Construction,1
CUST-000259,Urban Depot,Mexico,Enterprise,Construction,1
CUST-000260,Prime Furnishings,India,SMB,Interior Design,1
CUST-000261,Atlas Design,South Africa,SMB,Public Sector,1
CUST-000262,Prime Interiors,Israel,Mid-Market,Retail,1
CUST-000263,Nordic Living,Argentina,Mid-Market,Interior Design,1
CUST-000264,Prime Furnishings,France,SMB,E-commerce,1
CUST-000265,Craft Furnishings,UK,SMB,Retail,1
CUST-000266,Prime Market,Sweden,Mid-Market,Interior Design,1
CUST-000267,Vista Depot,Canada,Mid-Market,Office Supply,1
CUST-000268,Atlas Design,France,SMB,Public Sector,1
CUST-000269,Urban Living,Netherlands,SMB,Retail,1
CUST-000270,Nordic Studio,Canada,Mid-Market,Public Sector,1
CUST-000271,Urban Living,Australia,SMB,Interior Design,1
CUST-000272,Atlas Furnishings,India,Mid-Market,Office Supply,1
CUST-000273,Atlas Interiors,UK,Mid-Market,Office Supply,1
CUST-000274,Eco Studio,UAE,SMB,Retail,0
CUST-000275,Prime Living,Germany,SMB,E-commerce,1
CUST-000276,Urban Supply,Germany,SMB,Interior Design,1
CUST-000277,Luxe Furnishings,France,SMB,Construction,1
CUST-000278,Urban Market,Chile,SMB,Office Supply,1
CUST-000279,Luxe Supply,Italy,SMB,Real Estate,1
CUST-000280,Casa Interiors,USA,SMB,Construction,1
CUST-000281,Casa Furnishings,Spain,Mid-Market,Public Sector,1
CUST-000282,Casa Interiors,Canada,Mid-Market,Interior Design,1
CUST-000283,Home Supply,South Africa,Enterprise,Hospitality,1
CUST-000284,Urban Market,UAE,Enterprise,Office Supply,1
CUST-000285,Casa Furnishings,UK,Enterprise,Retail,1
CUST-000286,Eco Depot,Spain,SMB,Public Sector,1
CUST-000287,Eco Studio,Germany,Enterprise,Construction,1
CUST-000288,Atlas Living,UK,SMB,Hospitality,1
CUST-000289,Vista Market,Netherlands,SMB,E-commerce,1
CUST-000290,Atlas Furnishings,Poland,SMB,Interior Design,1
CUST-000291,Prime Design,Chile,Enterprise,Interior Design,1
CUST-000292,Craft Studio,France,Mid-Market,Real Estate,1
CUST-000293,Home Depot,Germany,Mid-Market,Public Sector,1
CUST-000294,Luxe Market,USA,SMB,Hospitality,1
CUST-000295,Casa Design,France,SMB,Hospitality,1
CUST-000296,Eco Market,Argentina,SMB,E-commerce,1
CUST-000297,Luxe Studio,France,SMB,Real Estate,1
CUST-000298,Eco Studio,UK,Mid-Market,Retail,1
CUST-000299,Atlas Furnishings,Israel,Mid-Market,Construction,1
CUST-000300,Eco Market,Italy,SMB,Real Estate,1
CUST-000301,Craft Market,France,SMB,E-commerce,1
CUST-000302,Craft Furnishings,Poland,Mid-Market,Hospitality,1
CUST-000303,Vista Interiors,India,Mid-Market,Real Estate,1
CUST-000304,Nordic Studio,Australia,SMB,Retail,1
CUST-000305,Craft Interiors,India,Mid-Market,Real Estate,1
CUST-000306,Craft Design,Germany,Enterprise,Interior Design,1
CUST-000307,Prime Living,Germany,SMB,Office Supply,1
CUST-000308,Nordic Living,Japan,SMB,Public Sector,1
CUST-000309,Home Depot,Italy,SMB,Retail,1
CUST-000310,Craft Interiors,Argentina,Enterprise,Public Sector,1
CUST-000311,Eco Market,South Africa,SMB,Retail,1
CUST-000312,Atlas Interiors,Italy,Mid-Market,Hospitality,1
CUST-000313,Casa Market,France,Enterprise,Hospitality,1
CUST-000314,Eco Furnishings,Mexico,Mid-Market,Interior Design,0
CUST-000315,Home Design,Mexico,SMB,Public Sector,1
CUST-000316,Prime Studio,UK,SMB,Construction,1
CUST-000317,Craft Studio,Brazil,Mid-Market,Office Supply,0
CUST-000318,Vista Living,Italy,Enterprise,E-commerce,1
CUST-000319,Home Furnishings,Argentina,SMB,Construction,1
CUST-000320,Luxe Design,India,SMB,E-commerce,1
CUST-000321,Craft Design,Netherlands,Enterprise,Office Supply,1
CUST-000322,Atlas Depot,Italy,Mid-Market,Hospitality,1
CUST-000323,Home Market,Spain,Mid-Market,Real Estate,1
CUST-000324,Home Interiors,USA,SMB,Public Sector,1
CUST-000325,Craft Supply,Argentina,Enterprise,E-commerce,1
CUST-000326,Atlas Studio,Italy,Mid-Market,Public Sector,1
CUST-000327,Urban Market,Canada,Mid-Market,Retail,1
CUST-000328,Craft Market,Argentina,SMB,E-commerce,1
CUST-000329,Prime Studio,Israel,SMB,Interior Design,1
CUST-000330,Vista Supply,UAE,SMB,Retail,1
CUST-000331,Luxe Interiors,UK,SMB,Interior Design,1
CUST-000332,Prime Market,Netherlands,SMB,Hospitality,1
CUST-000333,Nordic Living,Chile,SMB,Hospitality,1
CUST-000334,Luxe Living,Germany,SMB,Real Estate,1
CUST-000335,Casa Design,Israel,SMB,E-commerce,1
CUST-000336,Nordic Supply,Netherlands,SMB,Public Sector,1
CUST-000337,Luxe Supply,Italy,Enterprise,Hospitality,1
CUST-000338,Nordic Supply,Netherlands,SMB,Real Estate,1
CUST-000339,Home Interiors,Poland,SMB,Real Estate,1
CUST-000340,Nordic Interiors,Chile,Mid-Market,Hospitality,1
CUST-000341,Nordic Depot,Sweden,SMB,E-commerce,1
CUST-000342,Luxe Living,Japan,SMB,Real Estate,1
CUST-000343,Prime Living,Chile,SMB,Construction,1
CUST-000344,Prime Studio,South Africa,SMB,Construction,1
CUST-000345,Atlas Depot,Canada,Mid-Market,Construction,1
CUST-000346,Urban Design,Israel,Enterprise,Hospitality,1
CUST-000347,Vista Design,UAE,SMB,Interior Design,1
CUST-000348,Casa Studio,Germany,SMB,Real Estate,1
CUST-000349,Nordic Market,Japan,SMB,Hospitality,1
CUST-000350,Casa Studio,South Africa,Mid-Market,Public Sector,1
CUST-000351,Home Depot,UK,Mid-Market,Hospitality,1
CUST-000352,Casa Depot,Spain,SMB,E-commerce,1
CUST-000353,Casa Furnishings,Sweden,Mid-Market,Retail,1
CUST-000354,Prime Supply,Chile,SMB,E-commerce,1
CUST-000355,Prime Design,Spain,Enterprise,Hospitality,1
CUST-000356,Casa Supply,Italy,SMB,Office Supply,1
CUST-000357,Prime Supply,Spain,SMB,Office Supply,1
CUST-000358,Home Living,Netherlands,Enterprise,Construction,1
CUST-000359,Vista Studio,Germany,Mid-Market,Hospitality,1
CUST-000360,Craft Living,Netherlands,Mid-Market,Retail,1
CUST-000361,Craft Furnishings,Australia,SMB,Office Supply,1
CUST-000362,Atlas Design,Italy,Mid-Market,Interior Design,1
CUST-000363,Nordic Design,Mexico,SMB,E-commerce,1
CUST-000364,Home Market,UK,Enterprise,Retail,1
CUST-000365,Eco Design,Brazil,Mid-Market,Office Supply,1
CUST-000366,Eco Market,Argentina,SMB,Construction,1
CUST-000367,Casa Living,UK,Mid-Market,Public Sector,1
CUST-000368,Casa Design,Poland,Mid-Market,Retail,1
CUST-000369,Nordic Supply,Poland,SMB,Construction,1
CUST-000370,Atlas Supply,UK,Mid-Market,Public Sector,1
CUST-000371,Casa Studio,Mexico,SMB,Real Estate,1
CUST-000372,Casa Supply,Australia,SMB,Hospitality,1
CUST-000373,Atlas Furnishings,UK,Enterprise,Hospitality,0
CUST-000374,Urban Living,Mexico,Mid-Market,Office Supply,1
CUST-000375,Luxe Supply,Brazil,Mid-Market,E-commerce,1
CUST-000376,Vista Supply,Spain,SMB,Interior Design,1
CUST-000377,Luxe Interiors,Spain,Mid-Market,Public Sector,1
CUST-000378,Casa Living,Spain,SMB,Interior Design,1
CUST-000379,Home Furnishings,Australia,SMB,Interior Design,1
CUST-000380,Eco Depot,Spain,SMB,Retail,1
CUST-000381,Urban Design,Australia,Mid-Market,Real Estate,1
CUST-000382,Nordic Studio,Spain,SMB,Hospitality,1
CUST-000383,Luxe Studio,South Africa,Mid-Market,Office Supply,1
CUST-000384,Casa Living,Spain,SMB,Retail,1
CUST-000385,Prime Supply,Spain,Mid-Market,Retail,1
CUST-000386,Casa Furnishings,Japan,SMB,Public Sector,1
CUST-000387,Nordic Interiors,South Africa,Enterprise,Public Sector,1
CUST-000388,Home Interiors,UAE,SMB,Interior Design,1
CUST-000389,Eco Market,Chile,SMB,Public Sector,1
CUST-000390,Casa Supply,Mexico,SMB,Office Supply,1
CUST-000391,Atlas Design,UK,SMB,Office Supply,1
CUST-000392,Craft Interiors,France,SMB,Real Estate,1
CUST-000393,Urban Interiors,Mexico,Mid-Market,Real Estate,1
CUST-000394,Urban Design,Japan,Mid-Market,Interior Design,1
CUST-000395,Craft Living,Mexico,SMB,E-commerce,0
CUST-000396,Casa Market,Italy,SMB,Construction,1
CUST-000397,Urban Interiors,UAE,SMB,Real Estate,1
CUST-000398,Atlas Interiors,Sweden,SMB,Office Supply,1
CUST-000399,Vista Depot,Chile,Mid-Market,Real Estate,1
CUST-000400,Prime Design,Argentina,Mid-Market,Hospitality,1
CUST-000401,Eco Market,UAE,SMB,Office Supply,1
CUST-000402,Urban Supply,Mexico,SMB,Office Supply,1
CUST-000403,Nordic Supply,Italy,Mid-Market,Construction,1
CUST-000404,Casa Interiors,Sweden,Mid-Market,Construction,1
CUST-000405,Craft Studio,Japan,SMB,Public Sector,1
CUST-000406,Casa Interiors,India,Enterprise,Public Sector,1
CUST-000407,Urban Depot,Chile,SMB,Real Estate,1
CUST-000408,Atlas Supply,Mexico,SMB,Construction,1
CUST-000409,Casa Market,Brazil,SMB,Public Sector,1
CUST-000410,Atlas Interiors,Brazil,Mid-Market,Public Sector,1
CUST-000411,Craft Supply,UAE,SMB,Real Estate,1
CUST-000412,Home Design,Argentina,Enterprise,Interior Design,1
CUST-000413,Urban Market,Mexico,Mid-Market,Hospitality,1
CUST-000414,Luxe Interiors,Spain,Enterprise,Real Estate,1
CUST-000415,Luxe Design,Chile,SMB,Office Supply,1
CUST-000416,Prime Design,Poland,SMB,Hospitality,1
CUST-000417,Atlas Furnishings,Japan,Mid-Market,Real Estate,1
CUST-000418,Luxe Supply,Japan,Mid-Market,Interior Design,1
CUST-000419,Casa Furnishings,USA,SMB,Office Supply,1
CUST-000420,Atlas Supply,UAE,SMB,Retail,1
CUST-000421,Home Living,Argentina,SMB,Hospitality,1
CUST-000422,Home Interiors,Italy,SMB,Hospitality,1
CUST-000423,Eco Market,India,Mid-Market,Real Estate,1
CUST-000424,Prime Depot,Chile,Enterprise,Real Estate,1
CUST-000425,Craft Furnishings,Israel,SMB,E-commerce,1
CUST-000426,Urban Depot,Japan,Enterprise,Construction,1
CUST-000427,Eco Supply,UK,Enterprise,Interior Design,1
CUST-000428,Nordic Depot,France,SMB,Retail,1
CUST-000429,Prime Depot,France,SMB,Real Estate,1
CUST-000430,Urban Supply,Canada,Enterprise,Real Estate,1
CUST-000431,Nordic Interiors,Italy,SMB,Construction,1
CUST-000432,Prime Market,Mexico,SMB,Hospitality,1
CUST-000433,Eco Depot,UAE,Mid-Market,Construction,1
CUST-000434,Atlas Depot,Netherlands,SMB,Office Supply,1
CUST-000435,Prime Market,Germany,SMB,Hospitality,1
CUST-000436,Prime Supply,Netherlands,Enterprise,Interior Design,1
CUST-000437,Craft Furnishings,Netherlands,SMB,Construction,1
CUST-000438,Nordic Interiors,Israel,SMB,Retail,1
CUST-000439,Atlas Furnishings,Germany,SMB,Construction,1
CUST-000440,Craft Interiors,India,Mid-Market,Hospitality,1
CUST-000441,Casa Design,Germany,Mid-Market,Hospitality,1
CUST-000442,Home Interiors,Japan,SMB,E-commerce,1
CUST-000443,Luxe Living,Italy,SMB,Retail,1
CUST-000444,Urban Interiors,France,SMB,Real Estate,1
CUST-000445,Prime Living,USA,SMB,Real Estate,1
CUST-000446,Vista Furnishings,USA,Mid-Market,Public Sector,1
CUST-000447,Vista Living,Italy,SMB,E-commerce,1
CUST-000448,Vista Market,Sweden,SMB,Real Estate,1
CUST-000449,Atlas Furnishings,Australia,SMB,Real Estate,1
CUST-000450,Urban Supply,Canada,Mid-Market,Public Sector,1
CUST-000451,Craft Living,Canada,SMB,Public Sector,1
